question,answer,score,title,state,link
What should be the academic major of the applicant?,have a 3.0 GPA,0.05841614305973053,Korean American Scholarship Foundation-Northeastern Regional Chapter,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/korean-american-scholarship-foundation-northeastern-regional-chapter
What should be the academic major of the applicant?,undergraduate degree,0.34831294417381287,Lily and Catello Sorrentino Memorial Scholarship,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/lily-and-catello-sorrentino-memorial-scholarship
What should be the academic major of the applicant?,Environmental Professional,0.2408604621887207,LSP Association Scholarship Fund,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/lsp-association-scholarship-fund
What should be the academic major of the applicant?,undergraduate students and one graduate student,0.0025264699943363667,NAAMLP Land Reclamation Scholarship,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/naamlp-land-reclamation-scholarship
What should be the academic major of the applicant?,approved major or program,0.0020275681745260954,NEBHE Tuition Break Program,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/nebhe-tuition-break-program
What should be the academic major of the applicant?,undergraduate,0.010156742297112942,NEEBC Scholarship Program,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/neebc-scholarship-program
What should be the academic major of the applicant?,high school in New York City,0.0003207828849554062,NES Scholarship Program,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/nes-scholarship-program
What should be the academic major of the applicant?,marine science or fisheries,0.11177080869674683,Rhode Island Saltwater Anglers Association Scholarships,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/rhode-island-saltwater-anglers-association-scholarships
What should be the academic major of the applicant?,New England college or university,0.0001194796641357243,The Iris-Samuel Rothman Scholarship,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/the-iris-samuel-rothman-scholarship
What should be the academic major of the applicant?,3.5 GPA,0.4351959228515625,WACE National Co-op Scholarship Program,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/wace-national-co-op-scholarship-program
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,a promising student leader that's a graduating high school senior,0.0791843831539154,5 Strong Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/5-strong-scholarship
What should be the academic major of the applicant?,"engineering, computer science, the sciences, accounting, finance or business administration",0.4466935694217682,Advocates for African Americans Carolinas Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/advocates-for-african-americans-carolinas-scholarship
What should be the academic major of the applicant?,nursing,0.006728843320161104,ANSWER Scholarship Endowment,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/answer-scholarship-endowment
What should be the academic major of the applicant?,"Criminal Justice, Journalism or Nursing or Healthcare",0.6824917793273926,"BECA, Inc. Edna R. Anthony Memorial Scholarship",South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/beca-inc-edna-r-anthony-memorial-scholarship
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,business majors,0.4640047252178192,CALG Scholarship Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/calg-scholarship-program
What should be the academic major of the applicant?,"have a family income of less than $150,000 per year",0.02512390911579132,Cancer for College Carolinas Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/cancer-for-college-carolinas-scholarship
What should be the academic major of the applicant?,All applicants must have earned an intercollegiate varsity letter in college,0.024384934455156326,Carolina Panthers Graduate Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/carolina-panthers-graduate-scholarship
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.054159730672836304,CBC Spouses Performing Arts Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/cbc-spouses-performing-arts-scholarship
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.056129444390535355,CBC Spouses Visual Arts Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/cbc-spouses-visual-arts-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.35093334317207336,Charlotte Pride Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/charlotte-pride-scholarships
What should be the academic major of the applicant?,member of the U.S. Armed Forces,0.04447518661618233,Colonel Kathleen Swacina Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/colonel-kathleen-swacina-scholarship
What should be the academic major of the applicant?,"associate's, undergraduate, or graduate degree",0.13947992026805878,Epilepsy Reach Education Scholarship Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/epilepsy-reach-education-scholarship-program
What should be the academic major of the applicant?,non-majors,0.01525628101080656,Erskine College Music Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/erskine-college-music-scholarships
What should be the academic major of the applicant?,juniors,0.006351989693939686,Furman University Furman Scholars Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/furman-university-furman-scholars-program
What should be the academic major of the applicant?,at least 1350 or an ACT score of at least 31,0.009532538242638111,Furman University Wylie Math Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/furman-university-wylie-math-scholarship
What should be the academic major of the applicant?,2.5 GPA,0.13623595237731934,Harry Hampton Memorial Wildlife Fund Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/harry-hampton-memorial-wildlife-fund-scholarship
What should be the academic major of the applicant?,business related field of study,0.29485052824020386,John M. Draughn & Trena B. Draghn Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/john-m-draughn-and-trena-b-draghn-scholarship
What should be the academic major of the applicant?,have a 3.0 GPA,0.06896913796663284,Korean American Scholarship Foundation-Southern Regional Chapter,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/korean-american-scholarship-foundation-southern-regional-chapter
What should be the academic major of the applicant?,undergraduate,0.013686648570001125,Lettie Pate Whitehead Scholarship Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/lettie-pate-whitehead-scholarship-program
What should be the academic major of the applicant?,political science,0.06874755024909973,Lyceum Scholars Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/lyceum-scholars-program
What should be the academic major of the applicant?,maintained a “C” average or better in high school,0.01503758318722248,Mildred E. Swakto Memorial Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/mildred-e-swakto-memorial-scholarship
What should be the academic major of the applicant?,undergraduate students and one graduate student,0.0025264699943363667,NAAMLP Land Reclamation Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/naamlp-land-reclamation-scholarship
What should be the academic major of the applicant?,engineering or engineering technology,0.21002963185310364,Norfolk Southern Foundation Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/norfolk-southern-foundation-scholarship
What should be the academic major of the applicant?,US citizen or permanent resident,0.047517336905002594,Palmetto Fellows Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/palmetto-fellows-scholarships
What should be the academic major of the applicant?,undergraduate student enrolled in an accredited college or university,0.050489090383052826,Parda's Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/pardas-scholarship
What should be the academic major of the applicant?,project management,0.23745249211788177,PMI North Carolina Chapter Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/pmi-north-carolina-chapter-scholarship
What should be the academic major of the applicant?,minor,0.3737047612667084,Presbyterian College Music Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/presbyterian-college-music-scholarships
What should be the academic major of the applicant?,"International Trade, Supply Chain Management or Business",0.09033254534006119,S.C. International Trade Conference Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/s-c-international-trade-conference-scholarships
What should be the academic major of the applicant?,members of the Presbyterian Church,0.02814869023859501,Samuel Robinson Award,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/samuel-robinson-award
What should be the academic major of the applicant?,degree in any environmental field,0.0011885936837643385,SC Wildlife Federation Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/sc-wildlife-federation-scholarships
What should be the academic major of the applicant?,four-year college,0.0016806296771392226,SCPA Foundation Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/scpa-foundation-scholarships
What should be the academic major of the applicant?,Must have a GPA of 3.0 or higher,0.11043279618024826,South Carolina Federal Credit Union Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-federal-credit-union-scholarship
What should be the academic major of the applicant?,U.S. citizens or permanent residents of South Carolina,0.07658176124095917,South Carolina LIFE Scholarship Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-life-scholarship-program
What should be the academic major of the applicant?,pre-professional undergraduate degree,0.030189231038093567,South Carolina Need Based Grants Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-need-based-grants-program
What should be the academic major of the applicant?,residents of South Carolina who are high school seniors,0.17391128838062286,South Carolina Teaching Fellows,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-teaching-fellows
What should be the academic major of the applicant?,undergraduate degree,0.06769271939992905,South Carolina Tuition Grants Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-tuition-grants-program
What should be the academic major of the applicant?,female high school seniors or graduates,0.1323145627975464,Southern Automotive Womens Forum Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/southern-automotive-womens-forum-scholarship
What should be the academic major of the applicant?,high achieving high school seniors,0.062444671988487244,Sunshine Opportunity Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/sunshine-opportunity-scholarships
What should be the academic major of the applicant?,high school credentials,0.0011837908532470465,The Citadel Incoming Freshmen Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/the-citadel-incoming-freshmen-scholarships
What should be the academic major of the applicant?,"third, fourth or fifth-year college students leading to an undergraduate degree",0.2998732626438141,The Luther and Mary Ida Vandross Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/the-luther-and-mary-ida-vandross-scholarship
What should be the academic major of the applicant?,2.5 or higher on a 4.0 scale,0.09399532526731491,Thomas W. Jones Memorial Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/thomas-w-jones-memorial-scholarship
What should be the academic major of the applicant?,current undergraduates or graduates,0.23755709826946259,UNCF General Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/uncf-general-scholarship
What should be the academic major of the applicant?,minimum SAT score of 1000 or ACT score of 23,0.016012033447623253,USC Upstate Valedictorian Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/usc-upstate-valedictorian-scholarship
What should be the academic major of the applicant?,high school diploma or earned a GED,0.057667747139930725,WIRE Jenny Ballard Opportunity Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/wire-jenny-ballard-opportunity-scholarship
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,current residents of South Carolina,0.1548500657081604,Workforce Pathways Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/workforce-pathways-scholarship
What should be the academic major of the applicant?,American Indian College Fund administers TCU Scholarships,2.4488540475431364e-06,American Indian College Fund TCU Scholarship Program,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/american-indian-college-fund-tcu-scholarship-program
What should be the academic major of the applicant?,at least a 3.0 GPA,0.11741872131824493,Augustana College Athletic Grant,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-college-athletic-grant
What should be the academic major of the applicant?,3.5 GPA,0.051484160125255585,Augustana College Distinguished Scholar Competition,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-college-distinguished-scholar-competition
What should be the academic major of the applicant?,full-time student,0.011916696093976498,Augustana College Family Tuition Grant,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-college-family-tuition-grant
What should be the academic major of the applicant?,Humanities,0.6771205067634583,Augustana College Fryxell Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-college-fryxell-scholarship
What should be the academic major of the applicant?,3.5 GPA,0.014764050021767616,Augustana College Presidential Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-college-presidential-scholarship
What should be the academic major of the applicant?,transfer students,5.016262093704427e-06,Augustana College Transfer Scholarships,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-college-transfer-scholarships
What should be the academic major of the applicant?,Augustana University,4.4763444748241454e-05,Augustana University Diversity Scholarships,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-university-diversity-scholarships
What should be the academic major of the applicant?,at least a 3.0 GPA,0.0989140197634697,Augustana University Hatterscheidt Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-university-hatterscheidt-scholarship
What should be the academic major of the applicant?,2.5 GPA,0.37376946210861206,Augustana University Pro Musica Scholarships,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-university-pro-musica-scholarships
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.054159730672836304,CBC Spouses Performing Arts Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/cbc-spouses-performing-arts-scholarship
What should be the academic major of the applicant?,agriculture,0.0021950972732156515,CHS Foundation Scholarships,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/chs-foundation-scholarships
What should be the academic major of the applicant?,bachelor's or master's degree,0.3209587037563324,CyberCorps Scholarship for Service,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/cybercorps-scholarship-for-service
What should be the academic major of the applicant?,2.8 GPA,0.0703015923500061,Dakota Corps Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/dakota-corps-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.18511922657489777,Korean American Scholarship Foundation-Midwestern Regional Chapter,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/korean-american-scholarship-foundation-midwestern-regional-chapter
What should be the academic major of the applicant?,3.0 GPA,0.06843121349811554,South Dakota Opportunity Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/south-dakota-opportunity-scholarship
What should be the academic major of the applicant?,strong communication skills and possess leadership characteristics,0.004905786365270615,Sustainable Agriculture & Forestry Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/sustainable-agriculture-and-forestry-scholarship
What should be the academic major of the applicant?,Western Undergraduate,5.7241741160396487e-05,WICHE Western Undergraduate Exchange,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/wiche-western-undergraduate-exchange
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,a promising student leader that's a graduating high school senior,0.0791843831539154,5 Strong Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/5-strong-scholarship
What should be the academic major of the applicant?,Excelling in merely one of these traits,0.021746184676885605,Balanced Man Scholarship - Austin Peay State University,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/balanced-man-scholarship-austin-peay-state-university
What should be the academic major of the applicant?,"Criminal Justice, Journalism or Nursing or Healthcare",0.6824917793273926,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/beca-inc-edna-r-anthony-memorial-scholarship
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,3.0 GPA,0.13748200237751007,Candace Mast Veterinary Medicine Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/candace-mast-veterinary-medicine-scholarship
What should be the academic major of the applicant?,music,0.4088197648525238,Carson-Newman Tarr Full-Tuition Music Scholarship Competition,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/carson-newman-tarr-full-tuition-music-scholarship-competition
What should be the academic major of the applicant?,"commitment to social justice, civic engagement, diversity and community building",0.02719309739768505,Carson-Newman University Bonner Scholars,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/carson-newman-university-bonner-scholars
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.054159730672836304,CBC Spouses Performing Arts Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/cbc-spouses-performing-arts-scholarship
What should be the academic major of the applicant?,Must have completed the first semester of junior year,0.06923721730709076,Christa McAuliffe Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/christa-mcauliffe-scholarship
What should be the academic major of the applicant?,bachelor's or master's degree,0.3209587037563324,CyberCorps Scholarship for Service,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/cybercorps-scholarship-for-service
What should be the academic major of the applicant?,have a 3.0 GPA,0.06896913796663284,Korean American Scholarship Foundation-Southern Regional Chapter,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/korean-american-scholarship-foundation-southern-regional-chapter
What should be the academic major of the applicant?,undergraduate,0.013686648570001125,Lettie Pate Whitehead Scholarship Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/lettie-pate-whitehead-scholarship-program
What should be the academic major of the applicant?,3.0 GPA,0.19327430427074432,Lipscomb University Scout Award,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/lipscomb-university-scout-award
What should be the academic major of the applicant?,Navy Option applicant,0.1076880618929863,Minority Serving Institute Scholarship Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/minority-serving-institute-scholarship-program
What should be the academic major of the applicant?,undergraduate students and one graduate student,0.0025264699943363667,NAAMLP Land Reclamation Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/naamlp-land-reclamation-scholarship
What should be the academic major of the applicant?,engineering or engineering technology,0.21002963185310364,Norfolk Southern Foundation Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/norfolk-southern-foundation-scholarship
What should be the academic major of the applicant?,members of the Presbyterian Church,0.02814869023859501,Samuel Robinson Award,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/samuel-robinson-award
What should be the academic major of the applicant?,excellence,0.15111158788204193,Sigma Phi Epsilon Balanced Man Scholarship- University of Memphis,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/sigma-phi-epsilon-balanced-man-scholarshipuniversity-of-memphis
What should be the academic major of the applicant?,female high school seniors or graduates,0.1323145627975464,Southern Automotive Womens Forum Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/southern-automotive-womens-forum-scholarship
What should be the academic major of the applicant?,Tennessee residents,0.05759318917989731,Stegall Charitable Educational Foundation Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/stegall-charitable-educational-foundation-scholarship
What should be the academic major of the applicant?,graduating high school senior or full-time undergraduate student,0.030041085556149483,TCA Beef Scholarships,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tca-beef-scholarships
What should be the academic major of the applicant?,undergraduate,0.009827418252825737,Tennessee Dependent Children Scholarship Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-dependent-children-scholarship-program
What should be the academic major of the applicant?,high school,0.19559605419635773,Tennessee Hope Foster Child Tuition Grant,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-hope-foster-child-tuition-grant
What should be the academic major of the applicant?,graduate from a Tennessee high school,0.023549268022179604,Tennessee Hope Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-hope-scholarship
What should be the academic major of the applicant?,high school senior,0.030872123315930367,Tennessee Minority Teaching Fellows Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-minority-teaching-fellows-program
What should be the academic major of the applicant?,a Tennessee resident and a U.S. citizen,0.05292278900742531,Tennessee Teaching Scholars Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-teaching-scholars-program
What should be the academic major of the applicant?,"third, fourth or fifth-year college students leading to an undergraduate degree",0.2998732626438141,The Luther and Mary Ida Vandross Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/the-luther-and-mary-ida-vandross-scholarship
What should be the academic major of the applicant?,Applicants must upload proof of submitted FAFSA and EFC,0.0004753672401420772,The VANROSS Foundation,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/the-vanross-foundation
What should be the academic major of the applicant?,Thomas J. Watson,2.9158745746826753e-06,Thomas J. Watson Fellowship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/thomas-j-watson-fellowship
What should be the academic major of the applicant?,current undergraduates or graduates,0.23755709826946259,UNCF General Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/uncf-general-scholarship
What should be the academic major of the applicant?,2.5 GPA,0.03361994028091431,Union Pacific William E. Wimmer Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/union-pacific-william-e-wimmer-scholarship
What should be the academic major of the applicant?,student classification,0.00048102918663062155,University of Tennessee at Chattanooga Endowed Scholarships,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/university-of-tennessee-at-chattanooga-endowed-scholarships
What should be the academic major of the applicant?,3.4 GPA,0.0819438248872757,University of Tennessee at Chattanooga Provost's Scholars Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/university-of-tennessee-at-chattanooga-provosts-scholars-program
What should be the academic major of the applicant?,3.75 GPA,0.05863230675458908,University of Tennessee Chattanooga Chancellor's Scholars,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/university-of-tennessee-chattanooga-chancellors-scholars
What should be the academic major of the applicant?,3.6 GPA,0.13302059471607208,University of Tennessee Explore Scholarship Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/university-of-tennessee-explore-scholarship-program
What should be the academic major of the applicant?,3.5 GPA,0.23543500900268555,University of Tennessee Provost Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/university-of-tennessee-provost-scholarship
What should be the academic major of the applicant?,Chemistry or Physics,0.3696725070476532,UTC Westbrook Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/utc-westbrook-scholarship
