GPA,SAT,GRADE,ACT,MUST ATTEND INTO,RESIDENTIAL ADDRESS,INCOME,ETHNICITY,RACE,NATIONALITY,AGE,GENDER,RELIGION,ABILITY,DISABILITY,MAJOR,DEADLINE,MUST STUDY IN,TITLE,STATE,LINK
-,-,-,-,Mississippi County public high school,-,-,-,-,-,-,-,-,-,-,-,-,-,Arkansas Northeastern College - Great River Promise Scholarship,Arkansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/arkansas/arkansas-northeastern-college-great-river-promise-scholarship
-,-,-,-,University of California or California State University,California,-,-,-,California,-,-,-,-,-,-,-,University of California or California State University,Association of California Water Agencies Awards,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/association-of-california-water-agencies-awards
-,-,junior or senior,-,California college or university,-,-,African American/Black,African American/Black,U.S.,-,-,-,-,-,-,-,-,Bill H. James Foundation for Aspiring African American Engineers,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/bill-h-james-foundation-for-aspiring-african-american-engineers
-,-,-,-,"any accredited public or private college, university, or trade school",-,-,-,-,-,-,-,-,-,-,-,2022-04-12,-,California Assn. of Collectors Educational Scholarship Foundation,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/california-assn-of-collectors-educational-scholarship-foundation
-,-,-,-,a U.S. college or graduate school,-,-,-,-,-,-,-,-,-,-,-,-,-,Cherry Hawk Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/cherry-hawk-scholarship
-,-,junior,-,California State or University of California campus,-,-,-,-,California,-,-,-,-,-,-,-,-,Clair A. Hill Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/clair-a-hill-scholarship
-,-,-,-,a U.S. college or graduate school,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dan X Wray ""Big Dream"" Scholarship",California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/dan-x-wray-big-dream-scholarship
-,-,-,-,their state of residence,-,-,-,-,-,25,-,-,-,-,associates or bachelor's degree,-,-,Ford ReStart Program Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/ford-restart-program-scholarship
-,-,third-year,-,"an accredited medical, osteopathic or podiatry school",Northern California,-,-,-,-,-,-,-,-,-,-,2022-04-06,-,Kaiser Permanente Northern California Medical Student Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/kaiser-permanente-northern-california-medical-student-scholarship
-,-,-,-,in-state public colleges or universities,-,-,-,-,-,-,-,-,-,-,-,-,community colleges,Karen Ha Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/karen-ha-scholarship
-,-,-,-,a law school in California,-,-,-,-,-,-,-,-,-,-,-,-,Marin County high school,Marin County Bar Association Legal Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/marin-county-bar-association-legal-scholarship
-,-,junior or senior,-,Oregon State or Cal Poly San Luis Obispo,-,-,-,-,-,-,-,-,-,-,horticulture,-,Oregon State or Cal Poly San Luis Obispo,OAN Larry Fitzgerald Memorial Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/oan-larry-fitzgerald-memorial-scholarship
-,-,-,-,U.C. Berkeley,-,-,-,-,-,-,-,-,-,-,-,-,-,The Achievement Award Program (TAAP),California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-achievement-award-program-taap
-,-,-,-,Occidental College,-,-,-,-,-,-,-,-,outstanding academic achievement and a commitment to the public good,-,-,-,-,The Barack Obama Scholars Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-barack-obama-scholars-program
-,-,high school,-,"Cañada College, College of San Mateo or Skyline Community College",-,-,-,-,U.S.,-,F,-,"honesty, good judgment and perseverance",-,-,-,-,The Marie A. Calderilla Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/the-marie-a-calderilla-scholarship
-,-,-,-,University of California-Irvine,-,-,-,-,-,-,-,-,-,-,-,-,University of California-Irvine,UCI Overwatch Scholarship Program,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/uci-overwatch-scholarship-program
-,-,-,-,University of California - Irvine,-,-,-,-,-,-,-,-,-,-,-,-,-,University of California - Irvine Esports Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-california-irvine-esports-scholarship
-,-,-,-,University of California Berkeley,California,-,-,-,U.S.,-,-,-,-,-,-,2022-03-02,University of California Berkeley,University of California-Berkeley Middle Class Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-california-berkeley-middle-class-scholarship
-,-,-,-,University of California Berkeley,-,-,-,-,-,-,-,-,-,-,-,-,-,University of California-Berkeley Regents’ and Chancellor’s Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-california-berkeley-regents-and-chancellors-scholarship
-,-,-,-,University of California or California State University,-,-,-,-,-,-,-,-,-,-,-,2022-03-02,-,University of California-Santa Barbara Middle Class Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-california-santa-barbara-middle-class-scholarship
-,-,-,-,University of the West,-,-,-,-,-,-,-,-,-,-,bachelor's or master's degrees,-,-,University of the West Lotus Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/university-of-the-west-lotus-scholarship
-,-,-,-,California universities,-,-,"Black, Indigenous, People of Color",-,-,-,-,-,-,-,-,-,-,Winemaking Scholarship,California,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/california/winemaking-scholarship
-,-,-,-,a school in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,A.J. Grisanti Memorial Scholarship Fund,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/a-j-grisanti-memorial-scholarship-fund
-,-,-,-,CCU's College of Undergraduate Studies,-,-,-,-,United States,-,-,-,-,-,-,-,-,CCU Athletics Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/ccu-athletics-scholarship
-,-,first-year,-,Colorado Mountain College,-,-,-,-,-,-,-,-,-,-,-,-,-,CMC President's Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/cmc-presidents-scholarship
-,-,-,-,College of Undergraduate Studies,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Christian University Grant,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-grant
-,-,-,-,Colorado Christian University,-,-,-,-,-,-,-,-,-,-,-,-,-,Colorado Christian University Legacy Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-legacy-scholarship
-,-,freshman,-,Colorado Christian University,-,-,-,-,-,-,-,-,-,-,-,2022-05-01,-,Colorado Christian University Partners in Christian Education Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-partners-in-christian-education-scholarship
-,-,-,-,Colorado Christian University,-,-,-,-,United States,-,-,-,-,-,-,-,-,Colorado Christian University Recognition Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/colorado-christian-university-recognition-scholarship
-,-,high school,-,a college/university in Colorado,Colorado,-,-,-,-,-,-,-,-,-,-,2022-04-01,-,Dorian De Long Arts & Music Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/dorian-de-long-arts-and-music-scholarship
-,-,-,-,an accredited institution of higher education in the state of Colorado,Colorado,-,-,-,-,-,-,-,-,-,-,-,-,The Alexander Foundation Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/the-alexander-foundation-scholarship
-,-,-,-,University of Colorado at Boulder,-,-,-,-,-,-,-,-,-,-,-,-,-,Wm. C. “Bill” Sterner Memorial Scholarship,Colorado,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/colorado/wm-c-%E2%80%9Cbill%E2%80%9D-sterner-memorial-scholarship
-,-,-,-,Connecticut college or university,"Hartford County, Connecticut",-,-,-,-,-,-,-,-,-,-,-,-,Dr. Lorraine G. Spranzo Memorial Scholarship,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/dr-lorraine-g-spranzo-memorial-scholarship
-,-,-,-,Malcolm Baldrige School of Business,-,-,-,-,-,-,-,-,-,-,-,2022-02-01,-,Malcolm Baldrige Scholarship,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/malcolm-baldrige-scholarship
-,-,-,-,out-of-state New England public colleges and universities,-,-,-,-,-,-,-,-,-,-,-,-,-,NEBHE Tuition Break Program,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/nebhe-tuition-break-program
-,-,-,-,University of Connecticut,-,-,-,-,-,-,-,-,-,-,-,-,-,Presidential Scholars Award for Valedictorians and Salutatorians,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/presidential-scholars-award-for-valedictorians-and-salutatorians
-,-,-,-,New England college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,The Iris-Samuel Rothman Scholarship,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/the-iris-samuel-rothman-scholarship
-,-,-,-,a college in Central Florida,Central Florida,-,-,-,-,-,-,-,-,-,-,-,-,CFJS Scholarships,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/cfjs-scholarships
-,-,-,-,Flagler College,-,-,-,-,-,-,-,-,-,-,-,-,-,Flagler College Presidential Merit Scholarships,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/flagler-college-presidential-merit-scholarships
-,-,-,-,Seminole State College,-,-,-,-,-,-,-,-,-,-,-,-,-,Foundation for Seminole State College of Florida Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/foundation-for-seminole-state-college-of-florida-scholarship
-,-,-,-,"Florida Atlantic University, Lynn University, or Palm Beach State College",-,-,-,-,-,-,-,-,-,-,-,-,-,Level5 Management Post-Pandemic Innovators Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/level5-management-post-pandemic-innovators-scholarship
-,-,-,-,"universities, state colleges, technical colleges or vocational programs",-,-,-,-,-,-,-,-,-,-,-,-,-,The Foundation for Seminole County Public Schools Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/the-foundation-for-seminole-county-public-schools-scholarship
-,-,-,-,Georgia Institute of Technology,-,-,-,-,-,-,M,-,-,-,-,-,-,Balanced Man Scholarship - Georgia Institute of Technology,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/balanced-man-scholarship-georgia-institute-of-technology
-,-,-,-,"SCAD, The University for Creative Careers",-,-,-,-,-,-,-,-,-,-,-,-,-,SCAD Challenge Scholarship Competition,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/scad-challenge-scholarship-competition
-,-,-,-,Hawaii Pacific University,-,-,-,-,-,-,-,-,-,-,-,-,-,Hawaii Pacific University Esports Scholarship,Hawaii,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/hawaii/hawaii-pacific-university-esports-scholarship
-,-,-,-,a U.S. college or graduate school,-,150000,-,-,-,-,-,-,-,-,-,-,-,Cancer for College Pacific Northwest Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/cancer-for-college-pacific-northwest-scholarship
-,-,-,-,any school in Idaho,-,-,-,-,-,-,-,-,-,-,-,2022-04-30,-,ICAFS Graduate Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-graduate-scholarship
-,-,-,-,any school in Idaho,-,-,-,-,-,-,-,-,-,-,-,2022-04-30,-,ICAFS Susan B. Martin Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-susan-b-martin-scholarship
-,-,-,-,any school in Idaho,-,-,-,-,-,-,-,-,-,-,-,-,-,ICAFS Undergraduate Student Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-undergraduate-student-scholarship
-,-,-,-,a school in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,A.J. Grisanti Memorial Scholarship Fund,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/a-j-grisanti-memorial-scholarship-fund
-,-,-,-,"a professional school, college, or university",Illinois,-,-,-,-,-,-,-,academic merit,-,-,-,-,Blind Service Association Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/blind-service-association-scholarship
-,-,-,-,Grenville University,-,-,-,-,-,-,-,-,-,-,-,-,-,Greenville University Panther Preferred Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/greenville-university-panther-preferred-scholarship
-,-,-,-,Illinois Tech,-,-,-,-,-,-,-,-,merit,-,-,-,Illinois Tech,IIT Transfer Student Scholarships,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/iit-transfer-student-scholarships
-,-,-,-,Loyola University Chicago,-,-,-,-,-,-,-,-,-,-,-,2022-02-01,-,Loyola University Cristo Rey Scholars Program,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/loyola-university-cristo-rey-scholars-program
-,-,-,-,Loyola University Chicago,-,-,-,-,-,-,-,Catholic,-,-,-,2022-02-01,-,Loyola University Zolp Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/loyola-university-zolp-scholarship
-,-,-,-,Augustana College,-,-,-,-,-,-,-,-,academic merit,-,-,-,-,Lucken Geology Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/lucken-geology-scholarship
-,-,high school or college,-,MacCormac College,-,-,-,-,-,-,-,-,-,-,-,-,-,MacCormac College Honor Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/maccormac-college-honor-scholarship
-,-,-,-,Northwestern University,-,-,-,National Merit Finalists,-,-,-,-,-,-,-,-,-,Northwestern University National Merit Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/northwestern-university-national-merit-scholarship
-,-,-,-,Northwestern University,-,-,-,-,-,-,-,-,-,-,-,-,-,Northwestern University QuestBridge National College Match Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/northwestern-university-questbridge-national-college-match-scholarship
-,-,-,-,University of Illinois at Urbana-Champaign,-,-,-,-,-,-,-,-,-,-,-,-,-,Temple Hoyne Buell Memorial Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/temple-hoyne-buell-memorial-scholarship
-,-,-,-,a school in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,A.J. Grisanti Memorial Scholarship Fund,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/a-j-grisanti-memorial-scholarship-fund
-,-,high school,-,Taylor University and Oakland City University,-,-,-,-,-,-,-,-,-,-,-,-,-,Act Six Indianapolis Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/act-six-indianapolis-scholarship
-,-,-,-,an eligible college or university,Indiana,-,-,-,-,-,-,-,-,-,-,2022-12-31,-,Frank O'Bannon Grant Program,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/frank-obannon-grant-program
-,-,-,-,Indiana University-Bloomington,-,-,-,-,-,-,-,-,-,-,-,-,-,Indiana County Bicentennial Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/indiana-county-bicentennial-scholarship
-,-,-,-,Ivy Tech Community College,-,-,-,-,-,-,-,-,-,-,-,2022-06-03,Ivy Tech Community College,Ivy Tech Community College Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/ivy-tech-community-college-scholarship
-,-,-,-,Indiana University,-,-,-,-,-,-,-,-,-,-,-,-,-,Jewish Federation of St. Joseph Valley Scholarships,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/jewish-federation-of-st-joseph-valley-scholarships
-,-,-,-,a college or university in Indiana,Dearborn County,-,-,-,-,-,-,-,-,-,-,-,-,Lilly Endowment Community Scholarship Program,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/lilly-endowment-community-scholarship-program
-,-,-,-,Taylor University,-,-,minority,ethnic minority,-,-,-,Christian,-,-,-,-,-,Taylor University Cultural Diversity Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/taylor-university-cultural-diversity-scholarship
-,-,junior year,-,Valparaiso University,-,-,-,-,-,-,-,-,-,-,-,-,-,Valparaiso University Award for Excellence,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/valparaiso-university-award-for-excellence
-,-,-,-,Valparaiso University,-,-,-,-,-,-,-,Lutheran,-,-,-,-,-,Valparaiso University Martin Luther Award,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/valparaiso-university-martin-luther-award
-,-,-,-,Iowa State University,-,-,-,-,-,-,-,-,-,-,-,-,-,Darryl Jahn Memorial Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/darryl-jahn-memorial-scholarship
-,-,-,-,Iowa Community College,-,-,-,-,-,-,-,-,-,-,-,-,Iowa Community College,Elevate Scholarship Program,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/elevate-scholarship-program
-,-,high school,-,college in Iowa,-,-,-,-,-,-,-,-,-,-,fine arts,-,-,Iowa Scholarships for the Arts,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-scholarships-for-the-arts
-,-,-,-,Iowa college/university,Iowa,-,-,-,-,-,-,-,-,-,-,-,high school,Robert D. Blue Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/robert-d-blue-scholarship
-,-,-,-,Southeastern Community College,-,-,-,-,-,-,-,-,-,-,-,2022-03-01,-,Southeastern Community College Foundation Scholarships,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/southeastern-community-college-foundation-scholarships
-,-,-,-,University of Iowa,-,-,-,-,-,-,M,-,-,-,-,-,-,Thomas H. Macbride Leadership Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/thomas-h-macbride-leadership-scholarship
-,-,-,-,University of Iowa,-,-,-,-,-,-,-,-,-,-,-,-,-,University of Iowa Phi Theta Kappa Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/university-of-iowa-phi-theta-kappa-scholarship
-,-,-,-,a college/university in Kansas,-,-,-,-,-,-,-,-,-,-,-,-,-,Outdoors Communicators of Kansas-Harper Memorial Scholarship,Kansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kansas/outdoors-communicators-of-kansas-harper-memorial-scholarship
-,-,-,-,a school in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,A.J. Grisanti Memorial Scholarship Fund,Kentucky,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kentucky/a-j-grisanti-memorial-scholarship-fund
-,-,-,-,Berea College,-,-,-,-,-,-,-,-,-,-,-,-,-,Berea College Tuition Promise Scholarship,Kentucky,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kentucky/berea-college-tuition-promise-scholarship
-,-,-,-,Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,Edith Schwab Memorial Scholarship,Kentucky,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kentucky/edith-schwab-memorial-scholarship
-,-,-,-,Northern Kentucky University,-,-,-,-,-,-,M,-,-,-,-,-,Northern Kentucky University,Northern Kentucky University Balanced Man Scholarship,Kentucky,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kentucky/northern-kentucky-university-balanced-man-scholarship
-,-,four-year,-,an accredited four-year educational institution in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,Stephen L. Keller High School Scholarship,Kentucky,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kentucky/stephen-l-keller-high-school-scholarship
-,-,four-year,-,an accredited four-year educational institution in Kentucky,-,-,-,-,-,-,-,-,-,-,-,-,-,Stephen L. Keller Undergraduate Scholarship,Kentucky,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kentucky/stephen-l-keller-undergraduate-scholarship
-,-,undergraduate or graduate,-,a Louisiana Public College or University,Louisiana,-,-,-,U.S.,-,-,-,-,-,-,2022-07-01,-,Rockefeller State Wildlife Scholarship,Louisiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/louisiana/rockefeller-state-wildlife-scholarship
-,-,high school,-,Maine universities or colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,MBTA Educational Foundation Scholarships,Maine,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/maine/mbta-educational-foundation-scholarships
-,-,-,-,out-of-state New England public colleges and universities,-,-,-,-,-,-,-,-,-,-,-,-,-,NEBHE Tuition Break Program,Maine,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/maine/nebhe-tuition-break-program
-,-,-,-,New England college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,The Iris-Samuel Rothman Scholarship,Maine,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/maine/the-iris-samuel-rothman-scholarship
-,-,-,-,Maine College or University,-,-,-,-,-,-,-,-,-,-,criminal justice,-,-,The Maine Police Emerald Society Kevin Riordan Presidential Scholarship,Maine,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/maine/the-maine-police-emerald-society-kevin-riordan-presidential-scholarship
-,-,four-year,-,University of Maryland,-,-,-,-,-,-,-,-,academic achievement,-,-,-,-,University of Maryland President's Scholarship,Maryland,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/maryland/university-of-maryland-presidents-scholarship
-,-,-,-,Berklee,-,-,-,-,-,-,-,-,-,-,-,-,-,Berklee Lollapalooza Endowed Scholarship,Massachusetts,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/massachusetts/berklee-lollapalooza-endowed-scholarship
-,-,-,-,UMass Boston,-,-,-,females,-,-,F,-,-,-,-,-,UMass Boston,Krystle Campbell Scholarship - UMass,Massachusetts,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/massachusetts/krystle-campbell-scholarship-umass
-,-,-,-,out-of-state New England public colleges and universities,-,-,-,-,-,-,-,-,-,-,-,-,-,NEBHE Tuition Break Program,Massachusetts,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/massachusetts/nebhe-tuition-break-program
-,-,-,-,New England college or university,-,-,-,-,-,-,-,-,-,-,-,-,-,The Iris-Samuel Rothman Scholarship,Massachusetts,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/massachusetts/the-iris-samuel-rothman-scholarship
-,-,undergraduate or graduate,-,a college or university in Massachusetts,Massachusetts,-,-,-,-,-,F,-,-,-,-,-,-,"The Rossiter Family Scholarship On Behalf of William J. Rizzo, Jr.",Massachusetts,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/massachusetts/the-rossiter-family-scholarship-on-behalf-of-william-j-rizzo-jr
-,-,-,-,Boston University,-,-,-,-,-,-,-,-,-,-,-,-,Boston University,Wheelock College of Education & Human Development Scholarships,Massachusetts,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/massachusetts/wheelock-college-of-education-and-human-development-scholarships
-,-,-,-,Northern Michigan University,-,-,-,-,-,-,-,-,-,-,-,-,-,ALLIES Scholarship for Student Leadership Development,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/allies-scholarship-for-student-leadership-development
-,-,-,-,Alma College,-,-,-,-,-,-,-,-,-,-,-,-,-,Alma College Esports Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/alma-college-esports-scholarship
-,-,-,-,Wayne State University,-,-,-,-,-,-,-,-,-,-,"College of Fine, Performing and Communication Arts",-,Wayne State University,CFPCA LGBT Endowed Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/cfpca-lgbt-endowed-scholarship
-,-,"sophomore, junior or senior",-,Michigan State University,-,-,-,-,-,-,-,-,-,-,-,-,-,Edward Tuinier Memorial Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/edward-tuinier-memorial-scholarship
-,-,undergrad,-,Grand Rapids Community College or Ferris State University,-,-,-,-,-,-,-,-,-,-,-,-,-,GRCF Aim High Jerry Clay Scholarship,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/grcf-aim-high-jerry-clay-scholarship
-,-,-,-,Michigan State,-,-,-,-,-,-,-,-,-,-,-,-,-,High-achieving Student Scholarships,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/high-achieving-student-scholarships
-,-,-,-,Wayne State University,-,-,-,-,-,-,-,-,-,-,-,-,-,Journalism Institute for Media Diversity Scholarships,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/journalism-institute-for-media-diversity-scholarships
-,-,-,-,Michigan State University,-,-,-,-,-,-,-,-,-,-,-,-,Michigan State University,Ohio Spartan Grant,Michigan,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/michigan/ohio-spartan-grant
